"","sample2","year","Row","Column","type","blk","gc","rs","depth","mass","g__Gorgomyces","g__Lacrymaria","g__Coprinopsis","g__Dactylella","g__Spencerozyma","g__Neocucurbitaria","g__Schizophyllum","g__Myrmecridium","g__Rubellisphaeria","g__Barbatosphaeria","g__Coprinus","g__Coemansia","g__Absidia","g__Calvatia","g__Geomyces","g__Deflexula","g__Rhizophagus","g__Didymosphaeria","g__Clitopilus","g__Minimedusa","g__Pseudophaeomoniella","g__Scleroderma","g__Diversispora","g__Hymenochaetopsis","g__Cephaliophora","g__Hymenoscyphus","g__Octaviania","g__Poaceascoma","g__Myxospora","g__Microdominikia","g__Microbotryozyma","g__Lenzites","g__Ophiosphaerella","g__Schizothecium","g__Yamadamyces","g__Ciliolarina","g__Scedosporium","g__Subulicystidium","g__Torula","g__Lyomyces","g__Helicosporium","g__Stagonospora","g__Phlyctochytrium","g__Kurtzmanomyces","g__Atractiella","g__Lecanicillium","g__Hyphodontia","g__Leptodiscella","g__Ramicandelaber","g__Rasamsonia","g__Nectria","g__Herpotrichia","g__Armillaria","g__Claroideoglomus","g__Gaeumannomyces","g__Bovista","g__Hyaloscypha","g__Slopeiomyces","g__Monodictys","g__Burgoa","g__Amanita","g__Fibulochlamys","g__Gongronella","g__Peniophora","g__Clarireedia","g__Puccinia","g__Talaromyces","g__Trechispora","g__Lepista","g__Kondoa","g__Diaporthe","g__Cladophialophora","g__Inocybe","g__Mycenella","g__Kockovaella","g__Gibellulopsis","g__Tilletia","g__Pseudallescheria","g__Arthrographis","g__Penicillium","g__Cordyceps","g__Dictyosporium","g__Phialemonium","g__Striatibotrys","g__Betamyces","g__Hannaella","g__Delicatula","g__Tolypocladium","g__Serendipita","g__Tetracladium","g__Parascedosporium","g__Veronaeopsis","g__Barnettozyma","g__Monocillium","g__Byssonectria","g__Colletotrichum","g__Goffeauzyma","g__Pyxidiophora","g__Tomentella","g__Chionosphaera","g__Neohelicomyces","g__Neosetophoma","g__Phaeotremella","g__Coniophora","g__Echria","g__Ustilago","g__Oehlia","g__Dichostereum","g__Serpula","g__Vermispora","g__Geastrum","g__Occultifur","g__Panaeolus","g__Basidiobolus","g__Preussia","g__Mastigobasidium","g__Ramariopsis","g__Marasmiellus","g__Sclerogaster","g__Pluteus","g__Phialocephala","g__Pseudophialophora","g__Fusicladium","g__Paraconiothyrium","g__Paracremonium","g__Cryptocoryneum","g__Saccharomyces","g__Dominikia","g__Phanerochaete","g__Cylindrosympodium","g__Bulleromyces","g__Spirosphaera","g__Ganoderma","g__Pseudombrophila","g__Grifola","g__Cryptococcus","g__Cladorrhinum","g__Gloeohypochnicium","g__Sporormia","g__Beauveria","g__Lepiota","g__Thyronectria","g__Infundichalara","g__Harzia","g__Minimelanolocus","g__Schwanniomyces","g__Conocybe","g__Pyrenophora","g__Rinaldiella","g__Neobulgaria","g__Pleotrichocladium","g__Scytalidium","g__Dictyochaeta","g__Lycoperdon","g__Magnaporthiopsis","g__Hypomyces","g__Plectosphaerella","g__Pleurotheciella","g__Vanrija","g__Simplicillium","g__Galerina","g__Waitea","g__Clathrus","g__Syncephalis","g__Nadsonia","g__Zymoseptoria","g__Claviceps","g__Atractospora","g__Staphylotrichum","g__Holtermanniella","g__Scutellinia","g__Leucosporidium","g__Lipomyces","g__Epicoccum","g__Phaeoisaria","g__Atractium","g__Sanchytrium","g__Thanatephorus","g__Albifimbria","g__Keissleriella","g__Rhizophlyctis","g__Pseudeurotium","g__Paraphaeosphaeria","g__Setophoma","g__Cylindrocarpon","g__Podospora","g__Dioszegia","g__Umbelopsis","g__Rhizoglomus","g__Clonostachys","g__Cutaneotrichosporon","g__Knufia","g__Marasmius","g__Curvibasidium","g__Sarocladium","g__Conioscypha","g__Cyphellophora","g__Septoglomus","g__Mucor","g__Chrysosporium","g__Trametes","g__Smaragdiniseta","g__Auricularia","g__Cosmospora","g__Niesslia","g__Thelonectria","g__Entoloma","g__Bifiguratus","g__Anthracocystis","g__Lophotrichus","g__Leucoagaricus","g__Pichia","g__Vishniacozyma","g__Cystofilobasidium","g__Kabatiella","g__Alatospora","g__Candida","g__Olpidium","g__Parasarocladium","g__Metapochonia","g__Botryotrichum","g__Septoria","g__Nigrospora","g__Selenophoma","g__Symmetrospora","g__Robillarda","g__Conlarium","g__Rhizoctonia","g__Angustimassarina","g__Lophiostoma","g__Cylindrocladium","g__Apodus","g__Ascobolus","g__Bannoa","g__Coniochaeta","g__Sampaiozyma","g__Pseudocosmospora","g__Westerdykella","g__Devriesia","g__Paramyrothecium","g__Geminibasidium","g__Volutella","g__Graphiola","g__Trichocladium","g__Psathyrella","g__Parathyridaria","g__Cadophora","g__Neoascochyta","g__Dactylaria","g__Acrostalagmus","g__Paraphoma","g__Scolecobasidium","g__Chaetomium","g__Articulospora","g__Glomus","g__Sporobolomyces","g__Pestalotiopsis","g__Mycoarthris","g__Metacordyceps","g__Cuniculitrema","g__Cyberlindnera","g__Hemimycena","g__Mariannaea","g__Cercophora","g__Neonectria","g__Paraglomus","g__Pseudopithomyces","g__Fusidium","g__Gliomastix","g__Periconia","g__Parafabraea","g__Pseudofabraea","g__Didymocyrtis","g__Mrakia","g__Microdochium","g__Rhodotorula","g__Pseudogymnoascus","g__Rhizophydium","g__Condenascus","g__Phaeosphaeria","g__Dichotomopilus","g__Funneliformis","g__Tausonia","g__Rachicladosporium","g__Tilletiopsis","g__Acremonium","g__Phallus","g__Trichoderma","g__Myceliophthora","g__Spiromyces","g__Naganishia","g__Bionectria","g__Filobasidium","g__Gyoerffyella","g__Metarhizium","g__Alternaria","g__Pyrenochaetopsis","g__Solicoccozyma","g__Gibberella","g__Malassezia","g__Exophiala","g__Meyerozyma","g__Saitozyma","g__Humicola","g__Neocosmospora","g__Papiliotrema","g__Dactylonectria","g__Fusarium","g__Apiotrichum","g__Mycosphaerella","g__Ilyonectria","g__Fusicolla","g__Cladosporium","g__Mortierella","g__Aspergillus"
"sfITS55","55",2019,"E",7,"grape","A","GC","MV",0,"109.5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,0,0,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,58,0,0,0,0,0,0,11,134,0,14,0,0,0,0,10,6,0,0,24,15,0,0,0,0,0,0,12,0,0,0,9,0,0,0,83,25,22,0,0,0,30,91,0,0,0,0,0,0,53,0,0,44,0,55,13,0,32,77,0,61,0,0,0,0,0,0,19,38,0,10,15,13,80,0,40,150,59,0,0,0,168,219,0,28,0,0,5,0,0,353,54,0,0,446,0,329,21,369,69,66,0,133,0,66,581,359,44,143,1516,961,13,4173,67,244,3003,72
"sfITS56","56",2019,"E",8,"grape","A","GC","MV",33,"128.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,0,0,0,0,46,0,0,0,0,0,0,54,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,80,0,0,0,0,0,26,0,0,0,133,0,0,0,0,26,0,0,0,0,0,0,0,28,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,46,0,0,39,0,174,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,50,30,8,0,134,78,0,0,0,0,62,41,68,92,0,37,0,0,180,0,0,0,0,36,64,133,192,487,0,0,132,0,0,163,365,712,0,0,0,0,21,234,0,33,603,1131,311,0,948,0,1196,442,59,236,1471,521,222,0,2914,2342,268,2682,181
"sfITS57","57",2019,"E",9,"grape","A","GC","MV",66,"168.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,0,0,0,15,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,33,0,0,0,0,0,0,0,0,69,24,0,0,0,6,0,0,3,18,0,18,0,0,69,0,0,49,0,0,9,30,6,0,0,0,18,0,60,0,0,52,40,93,0,67,0,0,0,0,13,22,193,24,0,971,57,292,312,0
"sfITS58","58",2019,"E",10,"grape","A","noGC","MV",0,"127.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,36,0,15,0,0,0,30,0,100,3,0,0,0,0,33,0,9,44,29,0,0,0,0,122,61,8,0,29,41,0,415,0,74,1390,60
"sfITS59","59",2019,"E",11,"grape","A","noGC","MV",33,"105.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,7,0,0,3,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,24,0,102,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,15,31,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,14,12,0,0,0,0,0,0,0,66,0,0,0,77,4,0,18,16,76,43,0,0,0,0,0,62,0,0,0,0,63,0,6,4,0,0,28,48,75,0,357,751,0,80,0,177,269,0,35,44,435,223,18,1200,1109,287,3322,119
"sfITS60","60",2019,"E",12,"grape","A","noGC","MV",66,"149.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,64,0,3,0,0,0,0,0,0,23,0,12,0,72,0,0,0,0,46,0,0,0,0,34,0,0,0,0,0,6,0,0,100,0,0,0,24,136,0,0,6,0,0,0,0,0,0,0,0,45,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,11,33,0,0,42,0,0,98,0,0,0,0,62,0,0,51,18,0,99,0,0,14,9,0,0,0,22,29,0,0,0,0,289,58,0,0,0,0,0,0,0,0,0,0,0,355,1934,0,327,0,0,223,6,44,0,18,0,171,0,0,2,41,47,0,128,26,97,39,38,63,142,32,1619,198,0,395,0,698,1560,40,0,104,1753,4408,0,871,2118,437,3143,592
"sfITS61","61",2019,"F",1,"grape","B","GC","LV",0,"17.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0,0,0,0,0,0,0,9,0,0,62,0,0,0,0,59,55,0,0,0,408,13,0,0,0,0,75,177,13,0,221,56,134,49,0,43,0,325,31,297,21,799,0,16,0,999,0,2470,890,180,0,4823,92,364,123,740
"sfITS62","62",2019,"F",2,"grape","B","GC","LV",33,"131",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,65,0,15,0,0,0,0,0,0,7,3,0,0,0,0,0,0,7,0,21,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,417,22,0,0,0,22,0,0,0,0,0,0,18,0,0,0,0,0,74,0,0,0,0,19,0,0,0,18,11,0,0,0,0,0,0,87,24,25,27,0,0,0,31,7,0,21,0,0,19,0,0,29,0,0,193,0,0,0,75,187,0,17,0,0,52,0,63,0,118,260,49,0,227,0,0,213,20,20,487,309,203,0,1234,444,125,1604,207
"sfITS63","63",2019,"F",3,"grape","B","GC","LV",66,"121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,104,0,0,0,0,0,0,0,0,0,99,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,108,0,0,267,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,191,0,530,0,0,0,0,0,38,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,289,615,0,0,0,0,0,0,0,0,0,0,0,714,0,0,312,0,0,650,0,0,0,0,0,0,2,0,183,242,0,0,0,895,980,807,0,1135,0,4806,1343,0,0,0,2481,2095,0,4023,4463,486,5222,938
"sfITS64","64",2019,"F",4,"grape","B","noGC","LV",0,"107.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,6,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,35,0,0,0,0,32,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,127,51,25,0,0,6,73,45,14,0,0,0,0,0,50,0,0,35,0,0,0,0,65,9,0,149,0,0,0,0,0,0,14,0,52,9,0,62,0,0,28,94,242,0,6,0,0,77,0,9,0,0,0,2909,57,157,39,0,66,225,0,325,105,89,134,485,0,38,0,58,692,262,39,347,927,399,10,799,160,1355,2529,518
"sfITS65","65",2019,"F",5,"grape","B","noGC","LV",33,"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,0,14,0,0,0,36,28,0,0,0,0,0,0,0,0,10,27,32,0,21,0,91,41,0,12,15,102,36,0,46,145,8,98,20
"sfITS66","66",2019,"F",6,"grape","B","noGC","LV",66,"130.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,9,0,0,9,0,0,24,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,9,0,37,0,0,0,0,0,30,0,0,0,7,30,0,10,0,11,8,12,0,50,81,63,163,0,77,0,296,114,13,25,53,156,378,0,199,842,147,473,47
"sfITS67","67",2019,"F",7,"grape","B","GC","MV",0,".",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,3,4,0,0,0,5,0,0,659,0,44,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,15,0,5,20,15,4,165,0,0,0,0,0,0,0,0,78,467,0,19,0,58,33919,0
"sfITS68","68",2019,"F",8,"grape","B","GC","MV",33,"121",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,17,36,55,0,0,11,0,0,10,0,0,0,0,0,0,17,0,30,17,0,0,0,0,0,0,17,38,76,126,24,0,0,37,0,0,6,87,164,23,0,0,30,0,0,90,0,0,0,42,47,0,238,45,0,143,99,0,28,35,86,343,6,185,0,306,270,0,0,79,519,254,25,1685,326,348,1352,0
"sfITS69","69",2019,"F",9,"grape","B","GC","MV",66,"116.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,30,6,0,15,0,3,0,0,107,0,0,0,11,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,0,0,11,5,12,0,0,0,32,0,76,0,0,0,0,0,0,0,0,0,0,447,0,8,5,0,0,0,23,0,22,0,0,26,0,5,36,0,0,0,0,504,107,0,0,12,51,241,0,20,0,0,0,0,0,0,43,19,0,0,25,0,0,33,68,50,17,5,0,0,0,0,45,0,0,6,0,31,0,14,0,0,40,768,32,165,46,307,306,0,222,0,444,293,62,42,196,217,505,0,990,326,193,3773,204
"sfITS70","70",2019,"F",10,"grape","B","noGC","MV",0,"107.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,10,2,0,17,0,0,0,11,0,0,21,42,0,5,0,107,0,0,30,24,25,0,0,0,0,15,0,0,0,0,0,0,17,0,30,0,51,21,0,57,71,37,32,543,0,0,0,15,146,42,478,0,448,74,7,250,38,265,325,49
