"","year","type","blk","gc","rs","depth","mass","newroot","Nitrolancea","Desulfallas-Sporotomaculum","Thermaerobacter","Candidatus Rubidus","Candidatus Captivus","Desulfovibrio","ZOR0006","Sedimentibacter","Tepidimicrobium","Brevibacillus","1921-3","Longilinea","Cohnella","Thermostilla","WCHB1-32","Syntrophomonas","Methylophilus","Tyzzerella","Rhizomicrobium","Tissierella","Rubrobacter","Desulfobulbus","Anaerocolumna","Lentimicrobium","Planctomicrobium","Candidatus Amoebophilus","Leptolyngbya Es-Yyy1000","Pedococcus-Phycicoccus","Niabella","Rhodopirellula","FFCH7168","Anaerolinea","I-8","Deinococcus","Pelosinus","Papillibacter","TM7a","Vampirovibrio","Emticicia","Nostoc PCC-7524","SM1A02","Tepidisphaera","Telmatocola","Limnochorda","Desulfitobacterium","Marimicrobium","Desulfosporosinus","Abditibacterium","Sorangium","Arboricoccus","Shimazuella","DEV114","Bacteriovorax","Candidatus Omnitrophus","Peredibacter","Prosthecobacter","Candidatus Paracaedibacter","Brevifollis","Sumerlaea","Altererythrobacter","Candidatus Babela","Oligoflexus","Ruminiclostridium","Blastopirellula","SH3-11","Sandaracinus","1921-2","Sporocytophaga","Phycisphaera","Silvanigrella","Modestobacter","Holophaga","Anaerobacterium","Lacibacter","Neochlamydia","Turneriella","Parafilimonas","AKYG587","KD3-10","CL500-29 marine group","Bauldia","Roseomonas","Pseudopelobacter","Ktedonobacter","Pseudenhygromyxa","Symbiobacterium","Defluviicoccus","Tundrisphaera","Bdellovibrio","FCPS473","Candidatus Rhabdochlamydia","Schlesneria","Salinispira","G12-WMSP1","Verrucomicrobium","Planifilum","Porticoccus","Spirochaeta 2","JG30a-KF-32","OM60(NOR5) clade","Candidatus Protochlamydia","Cellvibrio","P3OB-42","Cytophaga","alphaI cluster","Pelomonas","possible genus 04","SH-PL14","Roseimicrobium","Blastococcus","Romboutsia","1959-1","Sulfurifustis","Aurantisolimonas","Segetibacter","Coxiella","Zavarzinella","Nevskia","Adhaeribacter","Uliginosibacterium","Terriglobus","DEV008","Pir4 lineage","Rhodovastum","Flavihumibacter","Fimbriimonas","Legionella","Geothrix","OM27 clade","Candidatus Ovatusbacter","Dechloromonas","Candidatus Obscuribacter","Nannocystis","Cereibacter","Candidatus Alysiosphaera","AAP99","Alkanindiges","Gemmata","Ohtaekwangia","Clostridium sensu stricto 12","Ilumatobacter","Nocardia","Anaeromyxobacter","Dyadobacter","Fluviicola","Acinetobacter","Methylobacter","Inquilinus","Aeromonas","Granulicella","Dinghuibacter","Methylobacterium-Methylorubrum","Xanthomonas","UTBCD1","Sphingobium","Hirschia","Fimbriiglobus","Edaphobaculum","Actinomadura","Hydrocarboniphaga","Hassallia","Bryocella","Polycyclovorans","Thermosporothrix","Clostridium sensu stricto 9","Taibaiella","Filimonas","Azospira","Pirellula","Ellin6055","SWB02","Ammoniphilus","Xylella","Skermanella","Duganella","Pantoea","Flavitalea","Tardiphaga","Alkanibacter","Clostridium sensu stricto 3","Phaselicystis","Paenibacillus","Polyangium","Dokdonella","Luteibacter","OLB12","Sediminibacterium","Pajaroellobacter","Dyella","Terrimicrobium","Rhodomicrobium","Microvirga","Bosea","Rurimicrobium","Rickettsiella","Pseudoxanthomonas","Oxalicibacterium","Chthonomonas","Clostridium sensu stricto 5","Microterricola","Arenimonas","Opitutus","Clostridium sensu stricto 2","Tumebacillus","Candidatus Berkiella","Thermoactinomyces","Afipia","Terracidiphilus","Paraclostridium","Clostridium sensu stricto 13","Acidovorax","Sporosarcina","Cellulomonas","Agromyces","MM2","Vicinamibacter","Kineosporia","Stenotrophomonas","Labrys","Undibacterium","Citrifermentans","Yersinia","Kitasatospora","Nocardioides","Cystobacter","Dactylosporangium","Pseudoduganella","Clostridium sensu stricto 1","Subgroup 10","Neorhizobium","IS-44","Chryseobacterium","Luteolibacter","Candidatus Koribacter","Rhodanobacter","Solimonas","Phenylobacterium","Corallococcus","Dongia","Ralstonia","Lacunisphaera","Aeromicrobium","Rhodococcus","Rudaea","Solirubrobacter","Nitrosospira","Lysinimonas","Acidipila-Silvibacterium","Lysobacter","Lysinibacillus","Ferribacterium","Asticcacaulis","Caenimonas","Ferruginibacter","Kribbella","Pedobacter","Actinoplanes","Mucilaginibacter","Actimicrobium","Cupriavidus","Occallatibacter","mle1-7","Edaphobacter","Conyzicola","Pedomicrobium","Iamia","Roseiarcus","Singulisphaera","Aquicella","Minicystis","Nordella","Geobacter","Chryseolinea","Terrimonas","Luedemannella","Flavobacterium","Massilia","Noviherbaspirillum","Methylotenera","RB41","Collimonas","Rhizobacter","MND1","Devosia","Caulobacter","Pseudonocardia","Piscinibacter","Archangium","Chitinophaga","HSB OF53-F07","Puia","Niastella","Chthoniobacter","Conexibacter","Povalibacter","Ramlibacter","Jatrophihabitans","Candidatus Solibacter","Terrabacter","JGI 0001001-H03","Aquisphaera","Rhodoplanes","Acidicaldus","Mesorhizobium","Nitrospira","Novosphingobium","Reyranella","Nakamurella","Gemmatimonas","Haliangium","Candidatus Xiphinematobacter","Actinospica","ADurb.Bin063-1","Bryobacter","Acidibacter","Aetherobacter","Variovorax","Gaiella","UBA6140","Sphaerotilus","Pseudomonas","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Oryzihumus","Pseudolabrys","Steroidobacter","Hyphomicrobium","Ellin6067","Arthrobacter","Pseudarthrobacter","Streptomyces","Burkholderia-Caballeronia-Paraburkholderia","unclassified","Bacillus","Mycobacterium","Acidothermus","Sphingomonas","Candidatus Udaeobacter","Bradyrhizobium"
"SF41",2020,"soil","D","noGC","LV",33,310,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,60,0,0,0,0,0,0,89,0,0,142,0,0,0,0,0,0,0,58,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,178,0,0,0,0,0,0,0,0,0,87,0,50,0,0,0,159,0,0,0,131,0,0,248,0,0,0,0,0,298,0,83,0,0,61,0,0,3143,307,0,0,179,1144,235
"SF42",2020,"soil","D","noGC","LV",66,328,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,35,0,0,0,0,0,0,0,109,0,58,76,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,128,0,58,102,64,0,0,102,202,0,0,0,0,0,0,0,115,0,0,0,0,132,115,0,152,3241,77,196,281,294,465,273
"SF43",2020,"soil","D","noGC","MV",0,306,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,59,0,0,54,95,0,0,0,0,0,0,214,2,154,0,0,0,0,0,0,0,103,88,63,285,0,0,0,0,0,93,159,128,275,135,0,228,179,181,0,0,0,0,0,80,0,0,196,0,124,71,206,213,0,0,3552,197,309,222,327,651,353
"SF44",2020,"soil","D","noGC","MV",33,333,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,17,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,19,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,35,82,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,95,0,0,0,0,0,2,0,99,70,0,0,0,0,0,0,0,0,0,0,0,52,103,0,0,38,0,73,138,67,0,32,92,0,52,0,0,163,280,0,156,128,179,0,0,120,200,120,1208,240,178,0,339,431,474
"SF45",2020,"soil","D","noGC","MV",66,304,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,23,19,0,0,0,0,120,108,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,77,36,0,0,0,0,0,0,62,0,0,0,0,0,37,0,0,0,0,0,0,124,86,0,0,0,0,0,69,81,0,0,53,0,0,0,11,0,32,0,92,65,69,0,187,70,113,0,0,0,0,0,0,0,126,160,0,0,0,162,165,0,0,2521,470,198,0,365,694,214
"SF46",2020,"soil","D","GC","MV",0,328,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,47,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,91,123,49,0,0,0,0,105,0,0,0,0,0,0,34,0,0,0,0,0,48,55,121,0,0,0,0,0,380,258,55,136,0,135,0,0,0,91,0,164,146,1062,257,196,199,160,385,230
"SF47",2020,"soil","D","GC","MV",33,284,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,87,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,71,0,0,0,0,0,0,85,0,0,0,68,0,0,0,141,0,71,0,112,0,88,0,0,0,0,116,0,102,0,0,50,73,0,0,0,0,166,101,1599,262,172,138,131,102,253
"SF49",2020,"grape","A","noGC","LV",0,0.501,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,28,0,0,0,0,0,0,0,0,27,0,168,0,43,0,0,0,0,89,0,68,0,0,0,59,0,0,79,0,14,284,33,0,0,119,90,0,119,0,134,0,249,65,0,182,302,0,0,0,0,243,329,1307,191,184,237,186,368,283
"SF50",2020,"grape","A","noGC","LV",33,0.4975,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,54,69,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,265,0,0,0,125,143,0,0,0,0,101,0,0,0,195,382,0,188,70,0,0,311,1728,425,176,293,172,390,442
"SF51",2020,"grape","A","noGC","LV",66,0.5025,45,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,31,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,25,69,0,0,20,0,96,0,93,69,0,0,0,79,0,0,0,325,0,149,331,145,0,0,0,229,0,914,249,0,0,0,610,286
"SF52",2020,"grape","A","GC","LV",0,0.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,34,0,35,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,48,0,0,0,17,0,0,0,0,0,41,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,77,0,83,30,0,32,0,0,0,75,0,99,60,0,0,104,0,82,140,0,0,225,41,0,220,204,129,79,0,0,0,0,111,184,0,322,305,93,0,70,0,97,408,2512,261,125,133,272,515,435
"SF53",2020,"grape","A","GC","LV",33,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,68,0,0,0,0,0,0,0,0,0,66,24,0,0,0,0,0,0,0,10,0,63,0,0,0,0,0,0,0,0,0,0,48,0,0,0,119,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,80,0,84,0,0,0,0,45,0,79,115,0,0,86,0,0,140,0,31,74,0,0,164,191,96,0,0,0,204,210,235,398,0,0,99,105,196,0,86,247,312,1203,202,175,272,103,425,378
"SF54",2020,"grape","A","GC","LV",66,0.4395,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,89,0,19,0,0,0,0,0,0,150,187,0,0,0,190,0,0,0,0,0,0,12,0,0,0,0,0,0,108,0,0,0,0,45,0,0,0,0,0,82,0,0,0,266,0,0,0,0,0,0,137,0,0,0,0,0,53,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,91,0,0,0,104,73,0,0,0,0,0,73,0,0,0,0,0,0,0,0,114,58,77,35,0,49,0,174,202,0,36,0,0,198,114,0,0,116,164,0,272,155,120,0,0,90,110,0,1084,426,190,122,68,167,348
"SF55",2020,"grape","A","GC","MV",0,0.1845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,11,0,0,13,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,161,0,0,0,0,87,175,0,0,0,0,0,64,0,0,0,0,178,0,0,0,0,0,0,0,79,85,188,0,131,0,0,0,0,386,0,122,0,0,0,125,88,0,110,0,163,273,29,160,180,175,142,0,149,0,224,0,2,172,0,416,342,54,54,104,84,305,496,2310,253,219,250,333,347,494
"SF56",2020,"grape","A","GC","MV",33,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,129,0,65,0,0,0,0,109,0,63,70,0,0,215,0,0,136,0,0,79,0,0,0,0,0,0,70,0,82,0,90,0,151,134,0,0,0,0,0,0,82,0,113,0,0,0,187,0,166,0,0,2703,524,0,97,386,758,166
