"","year","type","blk","gc","rs","depth","mass","newroot","g__Hydnophlebia","g__Heterocephalacria","g__Disciseda","g__Atrocalyx","g__Halokirschsteiniothelia","g__Remispora","g__Kazachstania","g__Erythrobasidium","g__Immersidiscosia","g__Lacrymaria","g__Russula","g__Laccaria","g__Flammulina","g__Myriodontium","g__Deflexula","g__Boletus","g__Radulomyces","g__Sagenomella","g__Polycephalomyces","g__Tricholoma","g__Slooffia","g__Kavinia","g__Didymocyrtis","g__Mycoacia","g__Eleutherascus","g__Daldinia","g__Minimelanolocus","g__Sarcoporia","g__Conidiobolus","g__Cunninghamella","g__Gliocladium","g__Circinella","g__Absidia","g__Piptocephalis","g__Coralloidiomyces","g__Tilletiopsis","g__Lachnellula","g__Dentipellis","g__Pilidium","g__Exidia","g__Minutisphaera","g__Paraophiobolus","g__Xylaria","g__Arthrinium","g__Sepedonium","g__Kuehneromyces","g__Classicula","g__Pholiota","g__Nemania","g__Glarea","g__Bimuria","g__Cerioporus","g__Arthroderma","g__Hygrophoropsis","g__Recurvomyces","g__Candelariella","g__Leptodiscella","g__Phaeotremella","g__Udeniozyma","g__Monascus","g__Calcarisporiella","g__Meyerozyma","g__Dichostereum","g__Codinaea","g__Rhizopogon","g__Hypholoma","g__Gaeumannomyces","g__Archaeospora","g__Acaromyces","g__Rhizopus","g__Hyalodendriella","g__Arthrocladium","g__Sporormiella","g__Coprinopsis","g__Lachnum","g__Aphanoascus","g__Parathyridaria","g__Acrocalymma","g__Paraboeremia","g__Saccharomycopsis","g__Spencerozyma","g__Phaeococcomyces","g__Bulleribasidium","g__Phialemoniopsis","g__Thermomyces","g__Bondarzewia","g__Phaeoacremonium","g__Botryobasidium","g__Kamienskia","g__Limonomyces","g__Ophiognomonia","g__Ochroconis","g__Melanophyllum","g__Trematosphaeria","g__Hansfordia","g__Poaceascoma","g__Betamyces","g__Trichobolus","g__Physisporinus","g__Cortinarius","g__Genolevuria","g__Pervetustus","g__Serpula","g__Pyrenochaeta","g__Entimomentora","g__Rosellinia","g__Zymoseptoria","g__Leptospora","g__Tilachlidium","g__Leucothecium","g__Stagonospora","g__Cirrenalia","g__Neocucurbitaria","g__Periconia","g__Biatriospora","g__Coprinellus","g__Arthropsis","g__Parastagonospora","g__Mastigobasidium","g__Armillaria","g__Paranamyces","g__Clarireedia","g__Holocotylon","g__Agrocybe","g__Serendipita","g__Taphrina","g__Diaporthe","g__Coprinus","g__Sistotrema","g__Gymnopus","g__Chaetomella","g__Chaetosphaeria","g__Triangularia","g__Cephaliophora","g__Budhanggurabania","g__Dioszegia","g__Kwoniella","g__Funneliformis","g__Oculimacula","g__Pluteus","g__Kockovaella","g__Mycoleptodiscus","g__Arthrobotrys","g__Dactylella","g__Piskurozyma","g__Bullera","g__Dactylaria","g__Helicosporium","g__Anthopsis","g__Resupinatus","g__Endophoma","g__Clavulinopsis","g__Atractium","g__Alfaria","g__Murilentithecium","g__Chlamydotubeufia","g__Apodus","g__Diversispora","g__Xylodon","g__Tilletia","g__Teichospora","g__Hapsidospora","g__Diplodia","g__Ovicillium","g__Capronia","g__Eucasphaeria","g__Clavaria","g__Bulleromyces","g__Kernia","g__Niesslia","g__Valsonectria","g__Cladorrhinum","g__Biscogniauxia","g__Coemansia","g__Vermispora","g__Veronaeopsis","g__Ascochyta","g__Thelonectria","g__Boothiomyces","g__Arthrographis","g__Barnettozyma","g__Coniella","g__Acrodontium","g__Claroideoglomus","g__Staphylotrichum","g__Gliocephalotrichum","g__Symmetrospora","g__Pezicula","g__Hannaella","g__Dendrochytridium","g__Entorrhiza","g__Kurtzmanomyces","g__Hypomyces","g__Fibulochlamys","g__Echria","g__Magnaporthiopsis","g__Subulicystidium","g__Calceomyces","g__Trechispora","g__Sporormia","g__Cladobotryum","g__Leohumicola","g__Cryptococcus","g__Striatibotrys","g__Leptosphaeria","g__Rhizophagus","g__Cetraspora","g__Hyphodontia","g__Microdominikia","g__Conioscypha","g__Geastrum","g__Paracremonium","g__Myrothecium","g__Kabatiella","g__Schizothecium","g__Lepista","g__Ophiosphaerella","g__Pseudombrophila","g__Pleurotheciella","g__Malassezia","g__Lindtneria","g__Cyphellophora","g__Lasiodiplodia","g__Spadicoides","g__Sclerogaster","g__Keissleriella","g__Cephalotrichum","g__Conocybe","g__Laburnicola","g__Operculomyces","g__Pleotrichocladium","g__Sakaguchia","g__Didymosphaeria","g__Nigrospora","g__Gamsia","g__Oidiodendron","g__Cordyceps","g__Torula","g__Rhizophydium","g__Scleroderma","g__Monacrosporium","g__Infundichalara","g__Paurocotylis","g__Pseudophaeomoniella","g__Trichosporon","g__Bovista","g__Lentomitella","g__Cystobasidium","g__Thelebolus","g__Bactrodesmium","g__Cylindrosympodium","g__Ramariopsis","g__Darksidea","g__Paraconiothyrium","g__Calocera","g__Fusicladium","g__Fusariella","g__Occultifur","g__Simplicillium","g__Parasola","g__Moesziomyces","g__Cyberlindnera","g__Sampaiozyma","g__Olpidium","g__Alatospora","g__Xenasmatella","g__Ramophialophora","g__Angustimassarina","g__Atractiella","g__Rinaldiella","g__Nadsonia","g__Acrostalagmus","g__Auxarthron","g__Sterigmatobotrys","g__Beauveria","g__Pseudocoleophoma","g__Polytolypa","g__Lepiota","g__Rhizoglomus","g__Nigrograna","g__Phaeoisaria","g__Tomentella","g__Harzia","g__Cylindrocarpon","g__Microthecium","g__Calvatia","g__Melanoxa","g__Curvibasidium","g__Ascobolus","g__Gorgomyces","g__Lectera","g__Monodictys","g__Lophotrichus","g__Nectriopsis","g__Dominikia","g__Paracylindrocarpon","g__Dictyochaeta","g__Naganishia","g__Spiromastix","g__Rhizophlyctis","g__Goffeauzyma","g__Phialophora","g__Panaeolus","g__Curvularia","g__Hymenoscyphus","g__Pseudorobillarda","g__Pyrenophora","g__Pezoloma","g__Sympodiella","g__Gongronella","g__Botryotrichum","g__Ramicandelaber","g__Chrysosporium","g__Leucoagaricus","g__Leucosporidium","g__Mycenella","g__Parascedosporium","g__Grifola","g__Monocillium","g__Delicatula","g__Thanatephorus","g__Preussia","g__Podospora","g__Clitopilus","g__Phomatospora","g__Atractospora","g__Boeremia","g__Scytalidium","g__Glomus","g__Pichia","g__Parasarocladium","g__Dictyosporium","g__Sphaerostilbella","g__Minimedusa","g__Paramyrothecium","g__Phialocephala","g__Pyxidiophora","g__Sanchytrium","g__Coniochaeta","g__Scolecobasidium","g__Setophoma","g__Metapochonia","g__Archaeorhizomyces","g__Pleurotus","g__Cuniculitrema","g__Tolypocladium","g__Syncephalis","g__Conlarium","g__Articulospora","g__Neosetophoma","g__Anthracocystis","g__Westerdykella","g__Tetracladium","g__Schwanniomyces","g__Epicoccum","g__Claviceps","g__Cosmospora","g__Cercophora","g__Dinemasporium","g__Psathyrella","g__Neobulgaria","g__Albifimbria","g__Septoglomus","g__Waitea","g__Rigidoporus","g__Mucor","g__Clonostachys","g__Scutellinia","g__Smaragdiniseta","g__Ustilago","g__Ganoderma","g__Trichocladium","g__Striaticonidium","g__Basidiobolus","g__Cotylidia","g__Umbelopsis","g__Colletotrichum","g__Paraglomus","g__Hydnomerulius","g__Sarocladium","g__Gliomastix","g__Vishniacozyma","g__Cylindrocladium","g__Cystofilobasidium","g__Myrmecridium","g__Vanrija","g__Volutella","g__Mycoarthris","g__Didymella","g__Entoloma","g__Lipomyces","g__Microdochium","g__Mycosphaerella","g__Condenascus","g__Marasmius","g__Pseudocosmospora","g__Cutaneotrichosporon","g__Fusidium","g__Knufia","g__Oliveonia","g__Neonectria","g__Holtermanniella","g__Pseudofabraea","g__Penicillium","g__Lecanicillium","g__Lophiostoma","g__Mrakia","g__Pseudopithomyces","g__Herpotrichia","g__Roussoella","g__Mycena","g__Phallus","g__Petriella","g__Pestalotiopsis","g__Flagelloscypha","g__Sporobolomyces","g__Parafabraea","g__Pseudallescheria","g__Gibellulopsis","g__Geminibasidium","g__Lycoperdon","g__Cladophialophora","g__Paraphaeosphaeria","g__Paraphoma","g__Devriesia","g__Rhizoctonia","g__Galerina","g__Talaromyces","g__Bannoa","g__Metacordyceps","g__Spiromyces","g__Bifiguratus","g__Cadophora","g__Mariannaea","g__Acremonium","g__Neoascochyta","g__Alternaria","g__Dichotomopilus","g__Plectosphaerella","g__Tausonia","g__Pseudeurotium","g__Scedosporium","g__Clathrus","g__Rhodotorula","g__Phaeosphaeria","g__Robillarda","g__Aspergillus","g__Dactylonectria","g__Gyoerffyella","g__Papiliotrema","g__Humicola","g__Gibberella","g__Filobasidium","g__Chloridium","g__Bionectria","g__Neocosmospora","g__Metarhizium","g__Chaetomium","g__Trichoderma","g__Pseudogymnoascus","g__Pyrenochaetopsis","g__Phialemonium","g__Ilyonectria","g__Fusarium","g__Cladosporium","g__Exophiala","g__Apiotrichum","g__Mortierella","g__Fusicolla","g__Solicoccozyma","g__Saitozyma"
"SF1",2020,"soil","A","noGC","LV",0,313,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6,0,0,0,0,12,0,8,0,0,8,0,0,0,21,0,7,0,0,0,0,0,17,0,0,0,0,4,0,0,7,0,0,0,0,12,0,0,6,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,31,10,0,0,0,28,39,8,0,0,0,15,0,0,0,19,0,0,0,11,26,0,0,49,31,15,159,0,0,4,0,0,0,0,34,0,0,13,0,0,22,0,0,9,5,0,0,23,0,0,0,0,11,0,20,7,0,12,0,21,125,0,0,58,0,241,0,179,0,0,47,217,126,144,172,0,249,44,42,0,0,144,2,60,52,239,0,57,15,0,0,250,77,0,25,435,15,0,35,2876,7,0,0,85,14,421,8,35,367,266,454,14,180,0,261,1354,14,1177,64,363,712,4709,131,2804,200
"SF10",2020,"soil","A","noGC","MV",0,312,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,6,0,0,0,25,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,21,47,0,0,0,0,0,0,0,0,12,0,0,0,0,0,22,0,33,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,21,0,0,0,0,33,18,46,0,0,0,0,0,9,0,21,61,0,0,0,11,0,0,19,24,0,0,18,861,0,0,0,0,0,9,0,0,0,13,0,9,20,0,3,19,3,0,0,0,15,0,0,0,0,11,10,0,12,0,0,57,0,0,32,0,25,0,32,0,0,133,1129,97,87,48,0,58,0,48,0,0,0,0,61,346,107,0,223,0,0,0,431,40,151,0,879,30,9,0,41,77,0,0,272,33,203,0,838,229,656,1170,0,110,26,110,2659,27,1768,26,336,859,4887,117,1818,353
"SF11",2020,"soil","A","noGC","MV",33,320,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,18,3,0,0,6,0,0,0,0,3,6,0,0,0,3,0,0,4,3,6,0,0,0,0,0,0,28,0,0,10,10,4,0,5,0,0,0,0,33,53,0,0,0,0,11,31,0,0,6,0,27,0,0,0,9,0,60,0,0,30,0,0,0,28,36,0,0,20,0,30,4,0,0,0,63,31,28,22,0,41,38,150,58,0,18,77,0,0,20,0,82,0,10,0,0,178,0,30,126,0,0,51,29,167,0,0,29,2,11,21,154,27,80,0,13,0,0,48,313,100,0,159,0,24,0,60,41,99,122,216,209,0,324,52,125,546,0,438,785,34,7,200,2351,32,1128,2532,8048,6343,4867,2818
"SF12",2020,"soil","A","noGC","MV",66,302,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,0,0,0,0,0,5,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,9,18,0,5,0,43,3,0,0,0,0,18,0,0,7,0,0,0,0,13,0,0,0,0,7,19,0,0,9,0,125,0,19,16,0,101,45,0,20,65,0,14,43,66,21,0,0,13,26,19,0,9,0,0,19,0,0,0,8,0,0,0,21,19,32,0,13,29,23,166,399,0,100,0,127,0,0,11,0,0,7,41,27,28,0,21,17,25,4,0,76,0,33,35,41,30,0,87,51,131,240,0,11,51,14,0,40,15,3,0,54,0,0,110,0,73,163,0,0,71,4,145,0,5,230,0,23,115,193,37,55,30,16,9,26,66,245,207,0,206,11,25,12,91,0,138,93,207,202,6,266,415,619,1127,29,2424,585,125,7,374,2770,97,1272,1904,8480,4577,4862,2963
"SF13",2020,"soil","B","GC","LV",0,323,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,13,0,0,20,0,0,0,7,0,0,0,0,0,6,0,0,0,3,0,5,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,18,0,0,0,0,0,10,0,0,18,22,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,6,7,19,0,0,8,6,18,3,33,0,0,0,0,6,0,0,12,21,0,0,0,7,0,0,7,43,7,0,17,0,3,13,17,0,38,39,0,0,5,8,0,15,0,0,3,16,0,0,0,2,0,0,0,3,0,0,7,0,13,0,0,13,0,8,0,0,35,0,31,0,14,54,365,121,33,85,0,11,0,14,0,0,30,255,36,583,0,0,34,809,27,0,571,168,0,25,783,22,21,90,0,421,46,0,105,11,141,41,59,733,734,1059,21,282,24,466,2386,23,1212,62,285,1642,4993,243,570,167
"SF14",2020,"soil","B","GC","LV",33,274,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,9,14,0,0,0,26,0,0,0,0,2,0,0,0,0,0,196,0,0,6,0,0,11,21,0,0,0,0,20,5,11,0,12,0,16,0,0,0,0,0,0,0,9,0,0,17,0,0,15,16,105,0,0,0,27,0,0,0,42,0,103,0,7,8,0,0,12,13,33,0,0,16,8,22,56,8,0,0,35,0,0,15,0,49,7,0,100,0,0,14,10,6,22,0,121,0,0,0,10,148,6,48,99,13,20,7,0,133,0,16,75,0,21,33,133,0,93,38,16,4,7,0,98,35,0,156,0,25,0,32,90,51,47,337,128,9,683,76,315,222,19,436,3905,278,0,222,1552,22,603,731,8166,4555,2237,2564
"SF15",2020,"soil","B","GC","LV",66,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,9,0,7,9,0,0,0,0,0,20,10,0,0,6,0,11,10,0,0,0,29,9,0,9,10,21,0,0,0,5,26,179,13,19,0,34,0,0,0,0,7,177,0,7,16,3,0,4,28,23,60,0,22,21,39,11,0,44,0,47,13,24,47,0,118,9,50,237,0,27,120,20,39,40,0,127,0,31,0,4,164,0,0,57,24,0,62,21,130,0,0,153,9,24,5,89,0,147,99,29,5,10,84,0,67,0,165,18,78,8,77,48,48,140,133,321,8,381,108,155,436,28,339,969,400,10,302,1970,81,1495,1340,8627,4507,2721,2516
"SF16",2020,"soil","B","noGC","LV",0,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,20,13,0,0,0,4,0,4,0,22,8,0,0,0,10,0,0,25,42,8,39,0,0,0,0,0,0,0,16,0,0,0,0,0,9,0,0,0,19,0,0,31,0,0,0,0,0,0,0,5,0,11,0,8,130,9,0,18,0,130,0,100,0,0,108,60,41,46,25,0,52,5,36,0,0,122,3,19,2,50,0,29,9,7,4,296,31,0,10,582,7,18,21,7596,16,0,0,273,12,1542,5,31,140,326,509,0,102,14,70,1087,17,240,29,75,3114,2415,0,668,187
"SF17",2020,"soil","B","noGC","LV",33,299,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,21,0,0,0,0,0,0,42,0,0,0,0,0,19,0,8,0,0,0,0,0,0,0,0,0,130,0,0,0,0,5,0,0,10,0,0,0,20,0,0,2,0,18,0,11,0,0,0,0,12,0,0,32,0,0,0,0,3,6,16,0,13,0,22,0,29,0,28,0,58,0,0,0,0,0,0,0,20,34,0,6,8,13,15,0,0,0,38,0,21,28,0,40,0,183,10,0,12,86,0,10,18,0,93,0,28,13,0,61,0,15,53,15,0,35,12,60,0,0,44,0,11,8,101,11,147,8,0,0,0,33,52,151,0,131,0,21,16,11,24,26,77,902,57,0,197,74,194,77,0,624,3508,66,0,117,41,33,1327,1093,4298,4504,1367,2062
